{'loss': 54.9504, 'learning_rate': 2.5e-05, 'epoch': 0.01}
{'loss': 4.1842, 'learning_rate': 0.00016170210943722646, 'epoch': 2.07}
{'loss': 4.1778, 'learning_rate': 0.0001606315464924076, 'epoch': 2.08}
{'loss': 4.175, 'learning_rate': 0.00015956098354758867, 'epoch': 2.08}
{'loss': 4.1736, 'learning_rate': 0.00015849042060276977, 'epoch': 2.09}
{'loss': 4.177, 'learning_rate': 0.00015741985765795085, 'epoch': 2.09}
{'loss': 4.1689, 'learning_rate': 0.00015634929471313195, 'epoch': 2.1}
{'loss': 4.1627, 'learning_rate': 0.00015527873176831306, 'epoch': 2.11}
{'loss': 4.1657, 'learning_rate': 0.00015420816882349414, 'epoch': 2.11}
{'loss': 4.1667, 'learning_rate': 0.00015313760587867527, 'epoch': 2.12}
{'loss': 4.1641, 'learning_rate': 0.00015206704293385635, 'epoch': 2.13}
{'loss': 4.1724, 'learning_rate': 0.00015099647998903742, 'epoch': 2.13}
{'loss': 4.1601, 'learning_rate': 0.00014992591704421853, 'epoch': 2.14}
{'loss': 4.1611, 'learning_rate': 0.00014885535409939963, 'epoch': 2.14}
{'loss': 4.1575, 'learning_rate': 0.00014778479115458074, 'epoch': 2.15}
{'loss': 4.1594, 'learning_rate': 0.00014671422820976182, 'epoch': 2.16}
{'loss': 4.1504, 'learning_rate': 0.00014564366526494292, 'epoch': 2.16}
{'loss': 4.1596, 'learning_rate': 0.00014457310232012403, 'epoch': 2.17}
{'loss': 4.1575, 'learning_rate': 0.0001435025393753051, 'epoch': 2.17}
{'loss': 4.1497, 'learning_rate': 0.0001424319764304862, 'epoch': 2.18}
{'loss': 4.154, 'learning_rate': 0.0001413614134856673, 'epoch': 2.19}
{'loss': 4.1371, 'learning_rate': 0.0001402908505408484, 'epoch': 2.19}
{'loss': 4.1434, 'learning_rate': 0.0001392202875960295, 'epoch': 2.2}
{'loss': 4.1446, 'learning_rate': 0.0001381497246512106, 'epoch': 2.21}
{'loss': 4.1393, 'learning_rate': 0.0001370791617063917, 'epoch': 2.21}
{'loss': 4.134, 'learning_rate': 0.00013600859876157278, 'epoch': 2.22}
{'loss': 4.1438, 'learning_rate': 0.00013493803581675386, 'epoch': 2.22}
{'loss': 4.133, 'learning_rate': 0.000133867472871935, 'epoch': 2.23}
{'loss': 4.1398, 'learning_rate': 0.00013279690992711607, 'epoch': 2.24}
{'loss': 4.1306, 'learning_rate': 0.00013172634698229718, 'epoch': 2.24}
{'loss': 4.1307, 'learning_rate': 0.00013065578403747828, 'epoch': 2.25}
{'loss': 4.1234, 'learning_rate': 0.00012958522109265936, 'epoch': 2.25}
{'loss': 4.1374, 'learning_rate': 0.00012851465814784046, 'epoch': 2.26}
{'loss': 4.125, 'learning_rate': 0.00012744409520302154, 'epoch': 2.27}
{'loss': 4.13, 'learning_rate': 0.00012637353225820267, 'epoch': 2.27}
{'loss': 4.1229, 'learning_rate': 0.00012530296931338375, 'epoch': 2.28}
{'loss': 4.1181, 'learning_rate': 0.00012423240636856486, 'epoch': 2.29}
{'loss': 4.1358, 'learning_rate': 0.00012316184342374596, 'epoch': 2.29}
{'loss': 4.1213, 'learning_rate': 0.00012209128047892704, 'epoch': 2.3}
{'loss': 4.1168, 'learning_rate': 0.00012102071753410813, 'epoch': 2.3}
{'loss': 4.1156, 'learning_rate': 0.00011995015458928923, 'epoch': 2.31}
{'loss': 4.1077, 'learning_rate': 0.00011887959164447034, 'epoch': 2.32}
{'loss': 4.1278, 'learning_rate': 0.00011780902869965143, 'epoch': 2.32}
{'loss': 4.1101, 'learning_rate': 0.00011673846575483252, 'epoch': 2.33}
{'loss': 4.1091, 'learning_rate': 0.00011566790281001361, 'epoch': 2.33}
{'loss': 4.108, 'learning_rate': 0.00011459733986519472, 'epoch': 2.34}
{'loss': 4.1072, 'learning_rate': 0.00011352677692037582, 'epoch': 2.35}
{'loss': 4.1145, 'learning_rate': 0.00011245621397555691, 'epoch': 2.35}
{'loss': 4.1059, 'learning_rate': 0.000111385651030738, 'epoch': 2.36}
{'loss': 4.1029, 'learning_rate': 0.0001103150880859191, 'epoch': 2.37}
{'loss': 4.0998, 'learning_rate': 0.0001092445251411002, 'epoch': 2.37}
{'loss': 4.0995, 'learning_rate': 0.00010817396219628129, 'epoch': 2.38}
{'loss': 4.0965, 'learning_rate': 0.0001071033992514624, 'epoch': 2.38}
{'loss': 4.0933, 'learning_rate': 0.00010603283630664349, 'epoch': 2.39}
{'loss': 4.0917, 'learning_rate': 0.00010496227336182458, 'epoch': 2.4}
{'loss': 4.0936, 'learning_rate': 0.00010389171041700568, 'epoch': 2.4}
{'loss': 4.0949, 'learning_rate': 0.00010282114747218678, 'epoch': 2.41}
{'loss': 4.0916, 'learning_rate': 0.00010175058452736788, 'epoch': 2.41}
{'loss': 4.0835, 'learning_rate': 0.00010068002158254896, 'epoch': 2.42}
{'loss': 4.0883, 'learning_rate': 9.960945863773006e-05, 'epoch': 2.43}
{'loss': 4.0806, 'learning_rate': 9.853889569291117e-05, 'epoch': 2.43}
{'loss': 4.0879, 'learning_rate': 9.746833274809226e-05, 'epoch': 2.44}
{'loss': 4.0857, 'learning_rate': 9.639776980327336e-05, 'epoch': 2.45}
{'loss': 4.0792, 'learning_rate': 9.532720685845444e-05, 'epoch': 2.45}
{'loss': 4.0729, 'learning_rate': 9.425664391363555e-05, 'epoch': 2.46}
{'loss': 4.0804, 'learning_rate': 9.318608096881664e-05, 'epoch': 2.46}
{'loss': 4.0711, 'learning_rate': 9.211551802399774e-05, 'epoch': 2.47}
{'loss': 4.0788, 'learning_rate': 9.104495507917885e-05, 'epoch': 2.48}
{'loss': 4.0763, 'learning_rate': 8.997439213435993e-05, 'epoch': 2.48}
{'loss': 4.0705, 'learning_rate': 8.890382918954103e-05, 'epoch': 2.49}
{'loss': 4.0696, 'learning_rate': 8.783326624472212e-05, 'epoch': 2.49}
{'loss': 4.0726, 'learning_rate': 8.676270329990323e-05, 'epoch': 2.5}
{'loss': 4.0657, 'learning_rate': 8.569214035508433e-05, 'epoch': 2.51}
{'loss': 4.065, 'learning_rate': 8.462157741026541e-05, 'epoch': 2.51}
{'loss': 4.0606, 'learning_rate': 8.355101446544651e-05, 'epoch': 2.52}
{'loss': 4.073, 'learning_rate': 8.24804515206276e-05, 'epoch': 2.53}
{'loss': 4.06, 'learning_rate': 8.140988857580871e-05, 'epoch': 2.53}
{'loss': 4.0619, 'learning_rate': 8.03393256309898e-05, 'epoch': 2.54}
{'loss': 4.0583, 'learning_rate': 7.926876268617089e-05, 'epoch': 2.54}
{'loss': 4.058, 'learning_rate': 7.8198199741352e-05, 'epoch': 2.55}
{'loss': 4.0559, 'learning_rate': 7.712763679653309e-05, 'epoch': 2.56}
{'loss': 4.0437, 'learning_rate': 7.60570738517142e-05, 'epoch': 2.56}
{'loss': 4.0576, 'learning_rate': 7.498651090689528e-05, 'epoch': 2.57}
{'loss': 4.0554, 'learning_rate': 7.391594796207638e-05, 'epoch': 2.57}
{'loss': 4.0544, 'learning_rate': 7.284538501725747e-05, 'epoch': 2.58}
{'loss': 4.0383, 'learning_rate': 7.177482207243857e-05, 'epoch': 2.59}
{'loss': 4.0459, 'learning_rate': 7.070425912761968e-05, 'epoch': 2.59}
{'loss': 4.0516, 'learning_rate': 6.963369618280077e-05, 'epoch': 2.6}
{'loss': 4.0501, 'learning_rate': 6.856313323798186e-05, 'epoch': 2.61}
{'loss': 4.0403, 'learning_rate': 6.749257029316295e-05, 'epoch': 2.61}
{'loss': 4.0432, 'learning_rate': 6.642200734834406e-05, 'epoch': 2.62}
{'loss': 4.0381, 'learning_rate': 6.535144440352515e-05, 'epoch': 2.62}
{'loss': 4.0414, 'learning_rate': 6.428088145870625e-05, 'epoch': 2.63}
{'loss': 4.0269, 'learning_rate': 6.321031851388734e-05, 'epoch': 2.64}
{'loss': 4.0336, 'learning_rate': 6.213975556906843e-05, 'epoch': 2.64}
{'loss': 4.0374, 'learning_rate': 6.106919262424954e-05, 'epoch': 2.65}
{'loss': 4.042, 'learning_rate': 5.999862967943064e-05, 'epoch': 2.65}
{'loss': 4.0312, 'learning_rate': 5.892806673461173e-05, 'epoch': 2.66}
{'loss': 4.0217, 'learning_rate': 5.785750378979283e-05, 'epoch': 2.67}
{'loss': 4.0163, 'learning_rate': 5.678694084497392e-05, 'epoch': 2.67}
{'loss': 4.0279, 'learning_rate': 5.5716377900155016e-05, 'epoch': 2.68}
{'loss': 4.0279, 'learning_rate': 5.464581495533612e-05, 'epoch': 2.69}
{'loss': 4.0233, 'learning_rate': 5.357525201051721e-05, 'epoch': 2.69}
{'loss': 4.0296, 'learning_rate': 5.250468906569831e-05, 'epoch': 2.7}
{'loss': 4.0225, 'learning_rate': 5.14341261208794e-05, 'epoch': 2.7}
{'loss': 4.0192, 'learning_rate': 5.03635631760605e-05, 'epoch': 2.71}
{'loss': 4.0196, 'learning_rate': 4.92930002312416e-05, 'epoch': 2.72}
{'loss': 4.0104, 'learning_rate': 4.822243728642269e-05, 'epoch': 2.72}
{'loss': 4.0181, 'learning_rate': 4.7151874341603794e-05, 'epoch': 2.73}
{'loss': 4.0176, 'learning_rate': 4.6081311396784885e-05, 'epoch': 2.73}
{'loss': 4.0165, 'learning_rate': 4.501074845196598e-05, 'epoch': 2.74}
{'loss': 4.0053, 'learning_rate': 4.394018550714708e-05, 'epoch': 2.75}
{'loss': 4.0133, 'learning_rate': 4.286962256232817e-05, 'epoch': 2.75}
{'loss': 4.0083, 'learning_rate': 4.179905961750927e-05, 'epoch': 2.76}
{'loss': 4.0025, 'learning_rate': 4.072849667269037e-05, 'epoch': 2.77}
{'loss': 4.0013, 'learning_rate': 3.965793372787147e-05, 'epoch': 2.77}
{'loss': 3.9953, 'learning_rate': 3.8587370783052565e-05, 'epoch': 2.78}
{'loss': 4.0061, 'learning_rate': 3.7516807838233656e-05, 'epoch': 2.78}
{'loss': 4.0033, 'learning_rate': 3.6446244893414754e-05, 'epoch': 2.79}
{'loss': 3.9944, 'learning_rate': 3.5375681948595845e-05, 'epoch': 2.8}
{'loss': 3.9999, 'learning_rate': 3.4305119003776944e-05, 'epoch': 2.8}
{'loss': 3.9977, 'learning_rate': 3.323455605895805e-05, 'epoch': 2.81}
{'loss': 3.9914, 'learning_rate': 3.216399311413914e-05, 'epoch': 2.81}
{'loss': 3.9948, 'learning_rate': 3.109343016932024e-05, 'epoch': 2.82}
{'loss': 3.9988, 'learning_rate': 3.0022867224501332e-05, 'epoch': 2.83}
{'loss': 3.9912, 'learning_rate': 2.8952304279682427e-05, 'epoch': 2.83}
{'loss': 3.9901, 'learning_rate': 2.7881741334863525e-05, 'epoch': 2.84}
{'loss': 3.9938, 'learning_rate': 2.681117839004462e-05, 'epoch': 2.85}
{'loss': 3.9934, 'learning_rate': 2.5740615445225718e-05, 'epoch': 2.85}
{'loss': 3.9936, 'learning_rate': 2.4670052500406816e-05, 'epoch': 2.86}
{'loss': 3.9812, 'learning_rate': 2.359948955558791e-05, 'epoch': 2.86}
{'loss': 3.9842, 'learning_rate': 2.2528926610769005e-05, 'epoch': 2.87}
{'loss': 3.9791, 'learning_rate': 2.1458363665950103e-05, 'epoch': 2.88}
{'loss': 3.9695, 'learning_rate': 2.03878007211312e-05, 'epoch': 2.88}
{'loss': 3.9841, 'learning_rate': 1.9317237776312296e-05, 'epoch': 2.89}
{'loss': 3.9758, 'learning_rate': 1.8246674831493394e-05, 'epoch': 2.9}
{'loss': 3.9762, 'learning_rate': 1.717611188667449e-05, 'epoch': 2.9}
{'loss': 3.9817, 'learning_rate': 1.6105548941855584e-05, 'epoch': 2.91}
{'loss': 3.9762, 'learning_rate': 1.5034985997036682e-05, 'epoch': 2.91}
{'loss': 3.9725, 'learning_rate': 1.396442305221778e-05, 'epoch': 2.92}
{'loss': 3.9775, 'learning_rate': 1.2893860107398874e-05, 'epoch': 2.93}
{'loss': 3.9714, 'learning_rate': 1.182329716257997e-05, 'epoch': 2.93}
{'loss': 3.9659, 'learning_rate': 1.0752734217761069e-05, 'epoch': 2.94}
{'loss': 3.9638, 'learning_rate': 9.682171272942163e-06, 'epoch': 2.94}
{'loss': 3.981, 'learning_rate': 8.611608328123261e-06, 'epoch': 2.95}
{'loss': 3.9683, 'learning_rate': 7.541045383304357e-06, 'epoch': 2.96}
{'loss': 3.9695, 'learning_rate': 6.470482438485453e-06, 'epoch': 2.96}
{'loss': 3.9657, 'learning_rate': 5.39991949366655e-06, 'epoch': 2.97}
{'loss': 3.9649, 'learning_rate': 4.329356548847646e-06, 'epoch': 2.98}
{'loss': 3.9654, 'learning_rate': 3.258793604028743e-06, 'epoch': 2.98}
{'loss': 3.9726, 'learning_rate': 2.188230659209839e-06, 'epoch': 2.99}
{'loss': 3.9651, 'learning_rate': 1.1176677143909355e-06, 'epoch': 2.99}
{'loss': 3.9678, 'learning_rate': 4.710476957203176e-08, 'epoch': 3.0}
{'train_runtime': 258885.9284, 'train_samples_per_second': 90.302, 'train_steps_per_second': 0.47, 'train_loss': 4.612910451907914, 'epoch': 3.0}
