{'loss': 2.6657, 'learning_rate': 2.5e-06, 'epoch': 0.01}
{'loss': 0.6134, 'learning_rate': 1.7454886477505333e-05, 'epoch': 2.0}
{'loss': 0.6122, 'learning_rate': 1.7347830183023443e-05, 'epoch': 2.0}
{'loss': 0.6079, 'learning_rate': 1.724077388854155e-05, 'epoch': 2.01}
{'loss': 0.6076, 'learning_rate': 1.713371759405966e-05, 'epoch': 2.01}
{'loss': 0.612, 'learning_rate': 1.702666129957777e-05, 'epoch': 2.02}
{'loss': 0.6086, 'learning_rate': 1.6919605005095882e-05, 'epoch': 2.03}
{'loss': 0.6062, 'learning_rate': 1.681254871061399e-05, 'epoch': 2.03}
{'loss': 0.6075, 'learning_rate': 1.6705492416132097e-05, 'epoch': 2.04}
{'loss': 0.6075, 'learning_rate': 1.659843612165021e-05, 'epoch': 2.04}
{'loss': 0.6105, 'learning_rate': 1.649137982716832e-05, 'epoch': 2.05}
{'loss': 0.6086, 'learning_rate': 1.6384323532686428e-05, 'epoch': 2.06}
{'loss': 0.6059, 'learning_rate': 1.6277267238204537e-05, 'epoch': 2.06}
{'loss': 0.6077, 'learning_rate': 1.6170210943722646e-05, 'epoch': 2.07}
{'loss': 0.6077, 'learning_rate': 1.606315464924076e-05, 'epoch': 2.08}
{'loss': 0.6061, 'learning_rate': 1.5956098354758868e-05, 'epoch': 2.08}
{'loss': 0.6059, 'learning_rate': 1.5849042060276977e-05, 'epoch': 2.09}
{'loss': 0.6079, 'learning_rate': 1.5741985765795086e-05, 'epoch': 2.09}
{'loss': 0.6041, 'learning_rate': 1.5634929471313195e-05, 'epoch': 2.1}
{'loss': 0.6033, 'learning_rate': 1.5527873176831308e-05, 'epoch': 2.11}
{'loss': 0.6045, 'learning_rate': 1.5420816882349414e-05, 'epoch': 2.11}
{'loss': 0.6081, 'learning_rate': 1.5313760587867526e-05, 'epoch': 2.12}
{'loss': 0.6049, 'learning_rate': 1.5206704293385635e-05, 'epoch': 2.13}
{'loss': 0.6081, 'learning_rate': 1.5099647998903743e-05, 'epoch': 2.13}
{'loss': 0.6051, 'learning_rate': 1.4992591704421855e-05, 'epoch': 2.14}
{'loss': 0.6056, 'learning_rate': 1.4885535409939963e-05, 'epoch': 2.14}
{'loss': 0.6019, 'learning_rate': 1.4778479115458073e-05, 'epoch': 2.15}
{'loss': 0.606, 'learning_rate': 1.4671422820976183e-05, 'epoch': 2.16}
{'loss': 0.6036, 'learning_rate': 1.4564366526494292e-05, 'epoch': 2.16}
{'loss': 0.6053, 'learning_rate': 1.4457310232012403e-05, 'epoch': 2.17}
{'loss': 0.6045, 'learning_rate': 1.4350253937530512e-05, 'epoch': 2.17}
{'loss': 0.6039, 'learning_rate': 1.4243197643048623e-05, 'epoch': 2.18}
{'loss': 0.6059, 'learning_rate': 1.4136141348566732e-05, 'epoch': 2.19}
{'loss': 0.5985, 'learning_rate': 1.4029085054084839e-05, 'epoch': 2.19}
{'loss': 0.6028, 'learning_rate': 1.3922028759602952e-05, 'epoch': 2.2}
{'loss': 0.6046, 'learning_rate': 1.3814972465121059e-05, 'epoch': 2.21}
{'loss': 0.6015, 'learning_rate': 1.370791617063917e-05, 'epoch': 2.21}
{'loss': 0.5998, 'learning_rate': 1.3600859876157279e-05, 'epoch': 2.22}
{'loss': 0.6044, 'learning_rate': 1.3493803581675388e-05, 'epoch': 2.22}
{'loss': 0.6021, 'learning_rate': 1.3386747287193499e-05, 'epoch': 2.23}
{'loss': 0.6023, 'learning_rate': 1.3279690992711608e-05, 'epoch': 2.24}
{'loss': 0.6019, 'learning_rate': 1.3172634698229719e-05, 'epoch': 2.24}
{'loss': 0.6023, 'learning_rate': 1.3065578403747828e-05, 'epoch': 2.25}
{'loss': 0.5996, 'learning_rate': 1.2958522109265935e-05, 'epoch': 2.25}
{'loss': 0.6025, 'learning_rate': 1.2851465814784048e-05, 'epoch': 2.26}
{'loss': 0.6016, 'learning_rate': 1.2744409520302155e-05, 'epoch': 2.27}
{'loss': 0.6023, 'learning_rate': 1.2637353225820266e-05, 'epoch': 2.27}
{'loss': 0.6016, 'learning_rate': 1.2530296931338375e-05, 'epoch': 2.28}
{'loss': 0.6005, 'learning_rate': 1.2423240636856486e-05, 'epoch': 2.29}
{'loss': 0.6063, 'learning_rate': 1.2316184342374595e-05, 'epoch': 2.29}
{'loss': 0.6017, 'learning_rate': 1.2209128047892704e-05, 'epoch': 2.3}
{'loss': 0.6006, 'learning_rate': 1.2102071753410814e-05, 'epoch': 2.3}
{'loss': 0.5991, 'learning_rate': 1.1995015458928924e-05, 'epoch': 2.31}
{'loss': 0.5983, 'learning_rate': 1.1887959164447034e-05, 'epoch': 2.32}
{'loss': 0.6051, 'learning_rate': 1.1780902869965144e-05, 'epoch': 2.32}
{'loss': 0.5983, 'learning_rate': 1.1673846575483252e-05, 'epoch': 2.33}
{'loss': 0.6, 'learning_rate': 1.1566790281001363e-05, 'epoch': 2.33}
{'loss': 0.6008, 'learning_rate': 1.1459733986519472e-05, 'epoch': 2.34}
{'loss': 0.6006, 'learning_rate': 1.1352677692037583e-05, 'epoch': 2.35}
{'loss': 0.6036, 'learning_rate': 1.1245621397555692e-05, 'epoch': 2.35}
{'loss': 0.6005, 'learning_rate': 1.11385651030738e-05, 'epoch': 2.36}
{'loss': 0.5991, 'learning_rate': 1.103150880859191e-05, 'epoch': 2.37}
{'loss': 0.6015, 'learning_rate': 1.092445251411002e-05, 'epoch': 2.37}
{'loss': 0.5985, 'learning_rate': 1.081739621962813e-05, 'epoch': 2.38}
{'loss': 0.5989, 'learning_rate': 1.071033992514624e-05, 'epoch': 2.38}
{'loss': 0.5974, 'learning_rate': 1.0603283630664348e-05, 'epoch': 2.39}
{'loss': 0.5989, 'learning_rate': 1.0496227336182459e-05, 'epoch': 2.4}
{'loss': 0.5997, 'learning_rate': 1.0389171041700568e-05, 'epoch': 2.4}
{'loss': 0.5999, 'learning_rate': 1.0282114747218679e-05, 'epoch': 2.41}
{'loss': 0.5988, 'learning_rate': 1.0175058452736788e-05, 'epoch': 2.41}
{'loss': 0.595, 'learning_rate': 1.0068002158254897e-05, 'epoch': 2.42}
{'loss': 0.5976, 'learning_rate': 9.960945863773006e-06, 'epoch': 2.43}
{'loss': 0.5973, 'learning_rate': 9.853889569291117e-06, 'epoch': 2.43}
{'loss': 0.6007, 'learning_rate': 9.746833274809226e-06, 'epoch': 2.44}
{'loss': 0.5996, 'learning_rate': 9.639776980327337e-06, 'epoch': 2.45}
{'loss': 0.5993, 'learning_rate': 9.532720685845445e-06, 'epoch': 2.45}
{'loss': 0.5932, 'learning_rate': 9.425664391363555e-06, 'epoch': 2.46}
{'loss': 0.5989, 'learning_rate': 9.318608096881664e-06, 'epoch': 2.46}
{'loss': 0.5952, 'learning_rate': 9.211551802399775e-06, 'epoch': 2.47}
{'loss': 0.5983, 'learning_rate': 9.104495507917884e-06, 'epoch': 2.48}
{'loss': 0.5967, 'learning_rate': 8.997439213435994e-06, 'epoch': 2.48}
{'loss': 0.5973, 'learning_rate': 8.890382918954103e-06, 'epoch': 2.49}
{'loss': 0.5974, 'learning_rate': 8.783326624472214e-06, 'epoch': 2.49}
{'loss': 0.6004, 'learning_rate': 8.676270329990323e-06, 'epoch': 2.5}
{'loss': 0.5976, 'learning_rate': 8.569214035508433e-06, 'epoch': 2.51}
{'loss': 0.595, 'learning_rate': 8.462157741026541e-06, 'epoch': 2.51}
{'loss': 0.5957, 'learning_rate': 8.355101446544652e-06, 'epoch': 2.52}
{'loss': 0.6015, 'learning_rate': 8.248045152062761e-06, 'epoch': 2.53}
{'loss': 0.5944, 'learning_rate': 8.140988857580872e-06, 'epoch': 2.53}
{'loss': 0.5959, 'learning_rate': 8.03393256309898e-06, 'epoch': 2.54}
{'loss': 0.5958, 'learning_rate': 7.92687626861709e-06, 'epoch': 2.54}
{'loss': 0.5962, 'learning_rate': 7.819819974135199e-06, 'epoch': 2.55}
{'loss': 0.5948, 'learning_rate': 7.71276367965331e-06, 'epoch': 2.56}
{'loss': 0.5923, 'learning_rate': 7.605707385171419e-06, 'epoch': 2.56}
{'loss': 0.5971, 'learning_rate': 7.498651090689529e-06, 'epoch': 2.57}
{'loss': 0.5989, 'learning_rate': 7.391594796207637e-06, 'epoch': 2.57}
{'loss': 0.5967, 'learning_rate': 7.284538501725747e-06, 'epoch': 2.58}
{'loss': 0.5924, 'learning_rate': 7.177482207243857e-06, 'epoch': 2.59}
{'loss': 0.5954, 'learning_rate': 7.070425912761967e-06, 'epoch': 2.59}
{'loss': 0.5962, 'learning_rate': 6.963369618280077e-06, 'epoch': 2.6}
{'loss': 0.5973, 'learning_rate': 6.8563133237981855e-06, 'epoch': 2.61}
{'loss': 0.5944, 'learning_rate': 6.7492570293162954e-06, 'epoch': 2.61}
{'loss': 0.5959, 'learning_rate': 6.642200734834405e-06, 'epoch': 2.62}
{'loss': 0.5939, 'learning_rate': 6.535144440352515e-06, 'epoch': 2.62}
{'loss': 0.5957, 'learning_rate': 6.428088145870625e-06, 'epoch': 2.63}
{'loss': 0.5933, 'learning_rate': 6.321031851388734e-06, 'epoch': 2.64}
{'loss': 0.5932, 'learning_rate': 6.213975556906844e-06, 'epoch': 2.64}
{'loss': 0.5946, 'learning_rate': 6.106919262424954e-06, 'epoch': 2.65}
{'loss': 0.5967, 'learning_rate': 5.9998629679430636e-06, 'epoch': 2.65}
{'loss': 0.5941, 'learning_rate': 5.892806673461173e-06, 'epoch': 2.66}
{'loss': 0.5929, 'learning_rate': 5.785750378979283e-06, 'epoch': 2.67}
{'loss': 0.5905, 'learning_rate': 5.678694084497392e-06, 'epoch': 2.67}
{'loss': 0.5953, 'learning_rate': 5.571637790015502e-06, 'epoch': 2.68}
{'loss': 0.593, 'learning_rate': 5.464581495533612e-06, 'epoch': 2.69}
{'loss': 0.5929, 'learning_rate': 5.357525201051721e-06, 'epoch': 2.69}
{'loss': 0.5962, 'learning_rate': 5.250468906569831e-06, 'epoch': 2.7}
{'loss': 0.5937, 'learning_rate': 5.14341261208794e-06, 'epoch': 2.7}
{'loss': 0.5921, 'learning_rate': 5.03635631760605e-06, 'epoch': 2.71}
{'loss': 0.5939, 'learning_rate': 4.92930002312416e-06, 'epoch': 2.72}
{'loss': 0.5915, 'learning_rate': 4.822243728642269e-06, 'epoch': 2.72}
{'loss': 0.5936, 'learning_rate': 4.715187434160379e-06, 'epoch': 2.73}
{'loss': 0.5922, 'learning_rate': 4.608131139678488e-06, 'epoch': 2.73}
{'loss': 0.5926, 'learning_rate': 4.501074845196598e-06, 'epoch': 2.74}
{'loss': 0.5911, 'learning_rate': 4.394018550714708e-06, 'epoch': 2.75}
{'loss': 0.5945, 'learning_rate': 4.286962256232817e-06, 'epoch': 2.75}
{'loss': 0.5918, 'learning_rate': 4.179905961750927e-06, 'epoch': 2.76}
{'loss': 0.5931, 'learning_rate': 4.072849667269036e-06, 'epoch': 2.77}
{'loss': 0.5899, 'learning_rate': 3.965793372787146e-06, 'epoch': 2.77}
{'loss': 0.5887, 'learning_rate': 3.858737078305256e-06, 'epoch': 2.78}
{'loss': 0.5918, 'learning_rate': 3.751680783823366e-06, 'epoch': 2.78}
{'loss': 0.5933, 'learning_rate': 3.644624489341476e-06, 'epoch': 2.79}
{'loss': 0.5906, 'learning_rate': 3.537568194859585e-06, 'epoch': 2.8}
{'loss': 0.5925, 'learning_rate': 3.430511900377695e-06, 'epoch': 2.8}
{'loss': 0.5918, 'learning_rate': 3.3234556058958045e-06, 'epoch': 2.81}
{'loss': 0.5897, 'learning_rate': 3.216399311413914e-06, 'epoch': 2.81}
{'loss': 0.59, 'learning_rate': 3.109343016932024e-06, 'epoch': 2.82}
{'loss': 0.5943, 'learning_rate': 3.0022867224501336e-06, 'epoch': 2.83}
{'loss': 0.591, 'learning_rate': 2.895230427968243e-06, 'epoch': 2.83}
{'loss': 0.592, 'learning_rate': 2.7881741334863527e-06, 'epoch': 2.84}
{'loss': 0.5923, 'learning_rate': 2.6811178390044622e-06, 'epoch': 2.85}
{'loss': 0.593, 'learning_rate': 2.574061544522572e-06, 'epoch': 2.85}
{'loss': 0.5943, 'learning_rate': 2.4670052500406818e-06, 'epoch': 2.86}
{'loss': 0.5874, 'learning_rate': 2.3599489555587913e-06, 'epoch': 2.86}
{'loss': 0.5894, 'learning_rate': 2.252892661076901e-06, 'epoch': 2.87}
{'loss': 0.5898, 'learning_rate': 2.1458363665950104e-06, 'epoch': 2.88}
{'loss': 0.5855, 'learning_rate': 2.0387800721131204e-06, 'epoch': 2.88}
{'loss': 0.5892, 'learning_rate': 1.93172377763123e-06, 'epoch': 2.89}
{'loss': 0.5887, 'learning_rate': 1.8246674831493393e-06, 'epoch': 2.9}
{'loss': 0.588, 'learning_rate': 1.7176111886674488e-06, 'epoch': 2.9}
{'loss': 0.5911, 'learning_rate': 1.6105548941855584e-06, 'epoch': 2.91}
{'loss': 0.5909, 'learning_rate': 1.5034985997036682e-06, 'epoch': 2.91}
{'loss': 0.5891, 'learning_rate': 1.396442305221778e-06, 'epoch': 2.92}
{'loss': 0.5918, 'learning_rate': 1.2893860107398875e-06, 'epoch': 2.93}
{'loss': 0.591, 'learning_rate': 1.182329716257997e-06, 'epoch': 2.93}
{'loss': 0.5884, 'learning_rate': 1.0752734217761068e-06, 'epoch': 2.94}
{'loss': 0.5857, 'learning_rate': 9.682171272942163e-07, 'epoch': 2.94}
{'loss': 0.5955, 'learning_rate': 8.611608328123261e-07, 'epoch': 2.95}
{'loss': 0.5903, 'learning_rate': 7.541045383304357e-07, 'epoch': 2.96}
{'loss': 0.5917, 'learning_rate': 6.470482438485453e-07, 'epoch': 2.96}
{'loss': 0.5902, 'learning_rate': 5.39991949366655e-07, 'epoch': 2.97}
{'loss': 0.589, 'learning_rate': 4.329356548847646e-07, 'epoch': 2.98}
{'loss': 0.5917, 'learning_rate': 3.258793604028743e-07, 'epoch': 2.98}
{'loss': 0.5935, 'learning_rate': 2.188230659209839e-07, 'epoch': 2.99}
{'loss': 0.588, 'learning_rate': 1.1176677143909354e-07, 'epoch': 2.99}
{'loss': 0.5905, 'learning_rate': 4.710476957203176e-09, 'epoch': 3.0}
{'train_runtime': 192933.0571, 'train_samples_per_second': 121.171, 'train_steps_per_second': 0.631, 'train_loss': 0.6838590862855549, 'epoch': 3.0}
